human_code,cefr,country,sex,genre,language_env
WE_PHL_196,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_197,B1_2,PHL,F,Social Sciences,ESL
WE_PHL_198,B1_2,PHL,M,Social Sciences,ESL
WE_PHL_199,B1_2,PHL,F,Sciences & Technology,ESL
WE_PHL_200,B1_2,PHL,F,Sciences & Technology,ESL
WE_SIN_001,B1_2,SIN,F,Humanities,ESL
WE_SIN_002,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_003,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_004,B2_0,SIN,M,Sciences & Technology,ESL
WE_SIN_005,B2_0,SIN,F,Life Sciences,ESL
WE_SIN_006,B2_0,SIN,M,Humanities,ESL
WE_SIN_007,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_008,B1_2,SIN,F,Humanities,ESL
WE_SIN_009,B1_2,SIN,M,Humanities,ESL
WE_SIN_010,B1_2,SIN,F,Humanities,ESL
WE_SIN_011,B1_2,SIN,F,Humanities,ESL
WE_SIN_012,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_013,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_014,B2_0,SIN,F,Social Sciences,ESL
WE_SIN_015,B1_2,SIN,M,Social Sciences,ESL
WE_SIN_016,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_017,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_018,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_019,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_020,B1_2,SIN,F,Life Sciences,ESL
WE_SIN_021,B2_0,SIN,M,Social Sciences,ESL
WE_SIN_022,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_023,B2_0,SIN,F,Humanities,ESL
WE_SIN_024,B2_0,SIN,F,Social Sciences,ESL
WE_SIN_025,B1_2,SIN,M,Humanities,ESL
WE_SIN_026,B1_2,SIN,F,Sciences & Technology,ESL
WE_SIN_027,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_028,B1_2,SIN,F,Humanities,ESL
WE_SIN_029,B1_2,SIN,M,Social Sciences,ESL
WE_SIN_030,B1_2,SIN,M,Social Sciences,ESL
WE_SIN_031,B1_2,SIN,M,Humanities,ESL
WE_SIN_032,B1_2,SIN,F,Humanities,ESL
WE_SIN_033,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_034,B1_2,SIN,F,Humanities,ESL
WE_SIN_035,B2_0,SIN,F,Humanities,ESL
WE_SIN_036,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_037,B2_0,SIN,F,Social Sciences,ESL
WE_SIN_038,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_039,B1_2,SIN,F,Humanities,ESL
WE_SIN_040,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_041,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_042,B1_2,SIN,F,Sciences & Technology,ESL
WE_SIN_043,B2_0,SIN,F,Humanities,ESL
WE_SIN_044,B2_0,SIN,F,Humanities,ESL
WE_SIN_045,B2_0,SIN,F,Life Sciences,ESL
WE_SIN_046,B2_0,SIN,M,Life Sciences,ESL
WE_SIN_047,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_048,B1_2,SIN,F,Humanities,ESL
WE_SIN_049,B2_0,SIN,M,Social Sciences,ESL
WE_SIN_050,B2_0,SIN,M,Social Sciences,ESL
WE_SIN_051,B1_2,SIN,F,Life Sciences,ESL
WE_SIN_052,B1_2,SIN,F,Sciences & Technology,ESL
WE_SIN_053,B1_2,SIN,F,Humanities,ESL
WE_SIN_054,B1_2,SIN,F,Humanities,ESL
WE_SIN_055,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_056,B1_2,SIN,F,Humanities,ESL
WE_SIN_057,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_058,B2_0,SIN,F,Humanities,ESL
WE_SIN_059,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_060,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_061,B1_2,SIN,M,Humanities,ESL
WE_SIN_062,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_063,B1_2,SIN,F,Sciences & Technology,ESL
WE_SIN_064,B1_2,SIN,F,Humanities,ESL
WE_SIN_065,B1_2,SIN,M,Social Sciences,ESL
WE_SIN_066,B2_0,SIN,F,Sciences & Technology,ESL
WE_SIN_067,B1_2,SIN,F,Humanities,ESL
WE_SIN_068,B1_2,SIN,F,Sciences & Technology,ESL
WE_SIN_069,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_070,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_071,B2_0,SIN,F,Social Sciences,ESL
WE_SIN_072,B1_2,SIN,M,Social Sciences,ESL
WE_SIN_073,B2_0,SIN,F,Humanities,ESL
WE_SIN_074,B1_2,SIN,M,Social Sciences,ESL
WE_SIN_075,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_076,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_077,B2_0,SIN,F,Social Sciences,ESL
WE_SIN_078,B2_0,SIN,M,Sciences & Technology,ESL
WE_SIN_079,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_080,B1_2,SIN,M,Social Sciences,ESL
WE_SIN_081,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_082,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_083,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_084,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_085,B2_0,SIN,F,Life Sciences,ESL
WE_SIN_086,B1_2,SIN,F,Humanities,ESL
WE_SIN_087,B2_0,SIN,M,Social Sciences,ESL
WE_SIN_088,B2_0,SIN,M,Sciences & Technology,ESL
WE_SIN_089,B2_0,SIN,M,Sciences & Technology,ESL
WE_SIN_090,B2_0,SIN,F,Sciences & Technology,ESL
WE_SIN_091,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_092,B2_0,SIN,F,Social Sciences,ESL
WE_SIN_093,B2_0,SIN,F,Sciences & Technology,ESL
WE_SIN_094,B2_0,SIN,F,Humanities,ESL
WE_SIN_095,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_096,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_097,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_098,B1_2,SIN,F,Humanities,ESL
WE_SIN_099,B1_2,SIN,M,Social Sciences,ESL
WE_SIN_100,B2_0,SIN,F,Life Sciences,ESL
WE_SIN_101,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_102,B2_0,SIN,F,Social Sciences,ESL
WE_SIN_103,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_104,B2_0,SIN,M,Humanities,ESL
WE_SIN_105,B1_2,SIN,F,Humanities,ESL
WE_SIN_106,B2_0,SIN,F,Sciences & Technology,ESL
WE_SIN_107,B1_2,SIN,F,Life Sciences,ESL
WE_SIN_108,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_109,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_110,B1_2,SIN,M,Life Sciences,ESL
WE_SIN_111,B1_2,SIN,M,Humanities,ESL
WE_SIN_112,B2_0,SIN,M,Humanities,ESL
WE_SIN_113,B1_2,SIN,F,Humanities,ESL
WE_SIN_114,B1_2,SIN,M,Social Sciences,ESL
WE_SIN_115,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_116,B2_0,SIN,M,Social Sciences,ESL
WE_SIN_117,B1_2,SIN,F,Humanities,ESL
WE_SIN_118,B2_0,SIN,F,Humanities,ESL
WE_SIN_119,B2_0,SIN,F,Social Sciences,ESL
WE_SIN_120,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_121,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_122,B2_0,SIN,M,Social Sciences,ESL
WE_SIN_123,B2_0,SIN,F,Sciences & Technology,ESL
WE_SIN_124,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_125,B2_0,SIN,F,Life Sciences,ESL
WE_SIN_126,B1_2,SIN,M,Social Sciences,ESL
WE_SIN_127,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_128,B2_0,SIN,M,Sciences & Technology,ESL
WE_SIN_129,B1_2,SIN,F,Life Sciences,ESL
WE_SIN_130,B2_0,SIN,M,Social Sciences,ESL
WE_SIN_131,B1_2,SIN,F,Sciences & Technology,ESL
WE_SIN_132,B2_0,SIN,F,Sciences & Technology,ESL
WE_SIN_133,B1_2,SIN,F,Sciences & Technology,ESL
WE_SIN_134,B1_2,SIN,M,Social Sciences,ESL
WE_SIN_135,B1_2,SIN,F,Sciences & Technology,ESL
WE_SIN_136,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_137,B2_0,SIN,F,Sciences & Technology,ESL
WE_SIN_138,B1_2,SIN,F,Life Sciences,ESL
WE_SIN_139,B2_0,SIN,M,Life Sciences,ESL
WE_SIN_140,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_141,B2_0,SIN,M,Sciences & Technology,ESL
WE_SIN_142,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_143,B1_2,SIN,F,Humanities,ESL
WE_SIN_144,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_145,B2_0,SIN,F,Humanities,ESL
WE_SIN_146,B1_2,SIN,F,Humanities,ESL
WE_SIN_147,B1_2,SIN,F,Humanities,ESL
WE_SIN_148,B2_0,SIN,F,Social Sciences,ESL
WE_SIN_149,B2_0,SIN,F,Life Sciences,ESL
WE_SIN_150,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_151,B2_0,SIN,M,Humanities,ESL
WE_SIN_152,B1_2,SIN,M,Social Sciences,ESL
WE_SIN_153,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_154,B2_0,SIN,F,Life Sciences,ESL
WE_SIN_155,B1_2,SIN,F,Humanities,ESL
WE_SIN_156,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_157,B2_0,SIN,F,Social Sciences,ESL
WE_SIN_158,B1_2,SIN,F,Humanities,ESL
WE_SIN_159,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_160,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_161,B1_2,SIN,F,Humanities,ESL
WE_SIN_162,B1_2,SIN,F,Sciences & Technology,ESL
WE_SIN_163,B1_2,SIN,F,Humanities,ESL
WE_SIN_164,B2_0,SIN,F,Social Sciences,ESL
WE_SIN_165,B1_2,SIN,F,Humanities,ESL
WE_SIN_166,B2_0,SIN,F,Humanities,ESL
WE_SIN_167,B1_2,SIN,M,Humanities,ESL
WE_SIN_168,B2_0,SIN,F,Social Sciences,ESL
WE_SIN_169,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_170,B1_2,SIN,M,Social Sciences,ESL
WE_SIN_171,B2_0,SIN,F,Social Sciences,ESL
WE_SIN_172,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_173,B2_0,SIN,M,Social Sciences,ESL
WE_SIN_174,B2_0,SIN,M,Social Sciences,ESL
WE_SIN_175,B2_0,SIN,M,Social Sciences,ESL
WE_SIN_176,B1_2,SIN,F,Sciences & Technology,ESL
WE_SIN_177,B1_2,SIN,F,Humanities,ESL
WE_SIN_178,B1_2,SIN,F,Sciences & Technology,ESL
WE_SIN_179,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_180,B2_0,SIN,F,Social Sciences,ESL
WE_SIN_181,B2_0,SIN,F,Life Sciences,ESL
WE_SIN_182,B1_2,SIN,M,Social Sciences,ESL
WE_SIN_183,B2_0,SIN,M,Sciences & Technology,ESL
WE_SIN_184,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_185,B2_0,SIN,F,Social Sciences,ESL
WE_SIN_186,B1_2,SIN,F,Humanities,ESL
WE_SIN_187,B1_2,SIN,M,Life Sciences,ESL
WE_SIN_188,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_189,B2_0,SIN,M,Humanities,ESL
WE_SIN_190,B1_2,SIN,F,Humanities,ESL
WE_SIN_191,B1_2,SIN,M,Social Sciences,ESL
WE_SIN_192,B1_2,SIN,M,Life Sciences,ESL
WE_SIN_193,B1_2,SIN,F,Humanities,ESL
WE_SIN_194,B1_2,SIN,M,Sciences & Technology,ESL
WE_SIN_195,B1_2,SIN,F,Social Sciences,ESL
WE_SIN_196,B1_2,SIN,F,Sciences & Technology,ESL
WE_SIN_197,B2_0,SIN,F,Social Sciences,ESL
WE_SIN_198,B1_2,SIN,F,Life Sciences,ESL
WE_SIN_199,B2_0,SIN,M,Sciences & Technology,ESL
WE_SIN_200,B1_2,SIN,F,Sciences & Technology,ESL
WE_THA_001,B1_2,THA,F,Sciences & Technology,EFL
WE_THA_002,B1_2,THA,F,Social Sciences,EFL
WE_THA_003,A2_0,THA,M,Sciences & Technology,EFL
WE_THA_004,B1_2,THA,M,Sciences & Technology,EFL
WE_THA_005,B1_2,THA,F,Sciences & Technology,EFL
WE_THA_006,B1_2,THA,F,Humanities,EFL
WE_THA_007,B1_2,THA,M,Sciences & Technology,EFL
WE_THA_008,A2_0,THA,F,Social Sciences,EFL
WE_THA_009,B1_1,THA,M,Humanities,EFL
WE_THA_010,A2_0,THA,F,Social Sciences,EFL
WE_THA_011,B1_2,THA,M,Sciences & Technology,EFL
WE_THA_012,A2_0,THA,F,Social Sciences,EFL
WE_THA_013,A2_0,THA,F,Humanities,EFL
WE_THA_014,A2_0,THA,F,Social Sciences,EFL
WE_THA_015,B1_2,THA,F,Life Sciences,EFL
WE_THA_016,A2_0,THA,F,Social Sciences,EFL
WE_THA_017,B1_1,THA,M,Humanities,EFL
WE_THA_018,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_019,B1_2,THA,M,Sciences & Technology,EFL
WE_THA_020,B1_1,THA,F,Sciences & Technology,EFL
WE_THA_021,B1_1,THA,F,Humanities,EFL
WE_THA_022,B2_0,THA,F,Life Sciences,EFL
WE_THA_023,A2_0,THA,F,Sciences & Technology,EFL
WE_THA_024,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_025,B1_1,THA,F,Life Sciences,EFL
WE_THA_026,A2_0,THA,F,Social Sciences,EFL
WE_THA_027,B1_2,THA,M,Sciences & Technology,EFL
WE_THA_028,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_029,B1_2,THA,M,Sciences & Technology,EFL
WE_THA_030,B1_1,THA,F,Life Sciences,EFL
WE_THA_031,B1_2,THA,M,Social Sciences,EFL
WE_THA_032,A2_0,THA,M,Social Sciences,EFL
WE_THA_033,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_034,B1_2,THA,M,Sciences & Technology,EFL
WE_THA_035,A2_0,THA,F,Social Sciences,EFL
WE_THA_036,B1_1,THA,F,Sciences & Technology,EFL
WE_THA_037,B1_2,THA,F,Social Sciences,EFL
WE_THA_038,A2_0,THA,F,Social Sciences,EFL
WE_THA_039,B1_1,THA,M,Social Sciences,EFL
WE_THA_040,B1_2,THA,F,Sciences & Technology,EFL
WE_THA_041,B1_1,THA,M,Social Sciences,EFL
WE_THA_042,A2_0,THA,F,Humanities,EFL
WE_THA_043,B1_1,THA,F,Life Sciences,EFL
WE_THA_044,B1_2,THA,M,Sciences & Technology,EFL
WE_THA_045,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_046,A2_0,THA,F,Social Sciences,EFL
WE_THA_047,B1_1,THA,M,Humanities,EFL
WE_THA_048,A2_0,THA,M,Social Sciences,EFL
WE_THA_049,B1_2,THA,F,Humanities,EFL
WE_THA_050,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_051,B1_2,THA,F,Sciences & Technology,EFL
WE_THA_052,A2_0,THA,F,Social Sciences,EFL
WE_THA_053,A2_0,THA,M,Life Sciences,EFL
WE_THA_054,A2_0,THA,F,Social Sciences,EFL
WE_THA_055,B1_1,THA,F,Social Sciences,EFL
WE_THA_056,B1_1,THA,F,Humanities,EFL
WE_THA_057,B1_2,THA,M,Sciences & Technology,EFL
WE_THA_058,B1_2,THA,F,Sciences & Technology,EFL
WE_THA_059,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_060,B1_1,THA,F,Humanities,EFL
WE_THA_061,B1_1,THA,M,Humanities,EFL
WE_THA_062,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_064,A2_0,THA,F,Social Sciences,EFL
WE_THA_065,A2_0,THA,F,Social Sciences,EFL
WE_THA_066,B1_2,THA,M,Sciences & Technology,EFL
WE_THA_067,B1_1,THA,F,Social Sciences,EFL
WE_THA_068,B1_1,THA,F,Life Sciences,EFL
WE_THA_069,B1_1,THA,F,Humanities,EFL
WE_THA_070,B1_2,THA,M,Humanities,EFL
WE_THA_071,A2_0,THA,M,Social Sciences,EFL
WE_THA_072,A2_0,THA,F,Sciences & Technology,EFL
WE_THA_073,B1_2,THA,M,Sciences & Technology,EFL
WE_THA_074,B1_1,THA,F,Sciences & Technology,EFL
WE_THA_075,B1_1,THA,F,Humanities,EFL
WE_THA_076,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_077,B1_2,THA,F,Sciences & Technology,EFL
WE_THA_078,B1_1,THA,M,Humanities,EFL
WE_THA_079,A2_0,THA,M,Social Sciences,EFL
WE_THA_080,A2_0,THA,F,Social Sciences,EFL
WE_THA_081,A2_0,THA,M,Social Sciences,EFL
WE_THA_082,A2_0,THA,M,Social Sciences,EFL
WE_THA_083,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_084,B1_2,THA,M,Sciences & Technology,EFL
WE_THA_085,A2_0,THA,F,Social Sciences,EFL
WE_THA_086,B1_2,THA,F,Humanities,EFL
WE_THA_087,B1_2,THA,F,Sciences & Technology,EFL
WE_THA_088,B1_2,THA,F,Sciences & Technology,EFL
WE_THA_089,B1_1,THA,F,Social Sciences,EFL
WE_THA_090,A2_0,THA,F,Social Sciences,EFL
WE_THA_091,A2_0,THA,F,Social Sciences,EFL
WE_THA_092,B1_2,THA,M,Humanities,EFL
WE_THA_093,A2_0,THA,F,Social Sciences,EFL
WE_THA_094,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_095,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_096,B1_2,THA,F,Sciences & Technology,EFL
WE_THA_097,A2_0,THA,F,Social Sciences,EFL
WE_THA_098,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_099,B1_1,THA,F,Life Sciences,EFL
WE_THA_100,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_101,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_102,B1_1,THA,M,Life Sciences,EFL
WE_THA_103,A2_0,THA,M,Sciences & Technology,EFL
WE_THA_104,B1_1,THA,F,Social Sciences,EFL
WE_THA_105,B1_1,THA,F,Humanities,EFL
WE_THA_106,A2_0,THA,F,Life Sciences,EFL
WE_THA_107,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_108,B1_2,THA,F,Sciences & Technology,EFL
WE_THA_109,B1_1,THA,F,Humanities,EFL
WE_THA_110,B1_2,THA,M,Sciences & Technology,EFL
WE_THA_111,B1_1,THA,F,Sciences & Technology,EFL
WE_THA_112,B1_1,THA,M,Life Sciences,EFL
WE_THA_113,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_114,A2_0,THA,F,Life Sciences,EFL
WE_THA_115,A2_0,THA,F,Humanities,EFL
WE_THA_116,A2_0,THA,F,Social Sciences,EFL
WE_THA_118,A2_0,THA,F,Humanities,EFL
WE_THA_119,A2_0,THA,M,Social Sciences,EFL
WE_THA_120,B1_2,THA,F,Life Sciences,EFL
WE_THA_121,A2_0,THA,F,Humanities,EFL
WE_THA_122,B1_1,THA,F,Humanities,EFL
WE_THA_123,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_124,B1_1,THA,M,Humanities,EFL
WE_THA_125,A2_0,THA,F,Social Sciences,EFL
WE_THA_126,B1_1,THA,M,Humanities,EFL
WE_THA_127,A2_0,THA,F,Social Sciences,EFL
WE_THA_128,B1_1,THA,M,Humanities,EFL
WE_THA_129,B1_1,THA,M,Humanities,EFL
WE_THA_130,A2_0,THA,M,Social Sciences,EFL
WE_THA_131,B1_1,THA,M,Humanities,EFL
WE_THA_132,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_133,A2_0,THA,F,Social Sciences,EFL
WE_THA_134,B1_1,THA,M,Humanities,EFL
WE_THA_135,B1_2,THA,F,Life Sciences,EFL
WE_THA_136,A2_0,THA,M,Social Sciences,EFL
WE_THA_137,B1_2,THA,F,Humanities,EFL
WE_THA_138,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_139,B1_1,THA,F,Social Sciences,EFL
WE_THA_140,A2_0,THA,F,Social Sciences,EFL
WE_THA_141,A2_0,THA,F,Social Sciences,EFL
WE_THA_142,A2_0,THA,F,Sciences & Technology,EFL
WE_THA_143,B1_1,THA,F,Humanities,EFL
WE_THA_144,B1_2,THA,M,Sciences & Technology,EFL
WE_THA_145,B1_1,THA,F,Sciences & Technology,EFL
WE_THA_146,A2_0,THA,M,Humanities,EFL
WE_THA_147,A2_0,THA,F,Social Sciences,EFL
WE_THA_148,B1_1,THA,F,Social Sciences,EFL
WE_THA_149,B1_1,THA,F,Humanities,EFL
WE_THA_150,B1_1,THA,M,Humanities,EFL
WE_THA_151,A2_0,THA,F,Humanities,EFL
WE_THA_152,A2_0,THA,M,Social Sciences,EFL
WE_THA_153,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_154,A2_0,THA,F,Social Sciences,EFL
WE_THA_155,A2_0,THA,M,Social Sciences,EFL
WE_THA_156,B1_2,THA,F,Sciences & Technology,EFL
WE_THA_157,B1_2,THA,M,Sciences & Technology,EFL
WE_THA_158,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_159,B1_1,THA,F,Humanities,EFL
WE_THA_160,B1_1,THA,M,Social Sciences,EFL
WE_THA_161,B1_2,THA,M,Sciences & Technology,EFL
WE_THA_162,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_163,A2_0,THA,M,Social Sciences,EFL
WE_THA_164,A2_0,THA,F,Social Sciences,EFL
WE_THA_165,A2_0,THA,M,Sciences & Technology,EFL
WE_THA_166,A2_0,THA,F,Humanities,EFL
WE_THA_168,B1_1,THA,F,Humanities,EFL
WE_THA_169,A2_0,THA,F,Humanities,EFL
WE_THA_170,A2_0,THA,F,Social Sciences,EFL
WE_THA_171,B1_2,THA,M,Sciences & Technology,EFL
WE_THA_172,B1_2,THA,M,Humanities,EFL
WE_THA_173,A2_0,THA,F,Sciences & Technology,EFL
WE_THA_174,A2_0,THA,F,Social Sciences,EFL
WE_THA_175,B1_1,THA,F,Humanities,EFL
WE_THA_176,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_177,B1_1,THA,F,Social Sciences,EFL
WE_THA_178,A2_0,THA,M,Social Sciences,EFL
WE_THA_179,A2_0,THA,F,Social Sciences,EFL
WE_THA_180,A2_0,THA,F,Social Sciences,EFL
WE_THA_181,A2_0,THA,F,Social Sciences,EFL
WE_THA_182,B1_1,THA,F,Sciences & Technology,EFL
WE_THA_183,A2_0,THA,F,Humanities,EFL
WE_THA_184,A2_0,THA,F,Life Sciences,EFL
WE_THA_185,A2_0,THA,M,Social Sciences,EFL
WE_THA_186,B1_1,THA,M,Social Sciences,EFL
WE_THA_187,A2_0,THA,F,Humanities,EFL
WE_THA_188,B1_2,THA,F,Humanities,EFL
WE_THA_189,A2_0,THA,F,Humanities,EFL
WE_THA_190,A2_0,THA,F,Humanities,EFL
WE_THA_191,B1_1,THA,M,Humanities,EFL
WE_THA_192,B1_2,THA,F,Social Sciences,EFL
WE_THA_193,B1_2,THA,F,Social Sciences,EFL
WE_THA_194,B1_2,THA,M,Sciences & Technology,EFL
WE_THA_195,A2_0,THA,F,Social Sciences,EFL
WE_THA_196,B1_2,THA,M,Humanities,EFL
WE_THA_197,B1_1,THA,F,Humanities,EFL
WE_THA_198,B1_1,THA,F,Social Sciences,EFL
WE_THA_199,B1_1,THA,M,Humanities,EFL
WE_THA_200,B1_1,THA,F,Sciences & Technology,EFL
WE_THA_201,B1_2,THA,M,Sciences & Technology,EFL
WE_THA_202,B1_2,THA,F,Life Sciences,EFL
WE_THA_203,B1_1,THA,F,Humanities,EFL
WE_THA_204,A2_0,THA,F,Sciences & Technology,EFL
WE_THA_205,A2_0,THA,F,Sciences & Technology,EFL
WE_THA_206,A2_0,THA,F,Sciences & Technology,EFL
WE_THA_207,B1_2,THA,F,Life Sciences,EFL
WE_THA_208,A2_0,THA,M,Humanities,EFL
WE_THA_209,B1_1,THA,F,Sciences & Technology,EFL
WE_THA_210,B1_1,THA,F,Life Sciences,EFL
WE_THA_211,B1_1,THA,F,Humanities,EFL
WE_THA_212,B1_1,THA,M,Humanities,EFL
WE_THA_213,B1_1,THA,F,Humanities,EFL
WE_THA_214,B1_1,THA,F,Humanities,EFL
WE_THA_215,A2_0,THA,F,Humanities,EFL
WE_THA_216,A2_0,THA,F,Humanities,EFL
WE_THA_217,B1_2,THA,F,Life Sciences,EFL
WE_THA_218,A2_0,THA,F,Humanities,EFL
WE_THA_219,A2_0,THA,F,Humanities,EFL
WE_THA_220,B1_1,THA,F,Sciences & Technology,EFL
WE_THA_221,B1_1,THA,F,Life Sciences,EFL
WE_THA_222,A2_0,THA,F,Life Sciences,EFL
WE_THA_223,B1_2,THA,F,Social Sciences,EFL
WE_THA_224,B1_2,THA,M,Humanities,EFL
WE_THA_225,B1_2,THA,F,Life Sciences,EFL
WE_THA_226,B1_2,THA,M,Humanities,EFL
WE_THA_227,B1_1,THA,F,Humanities,EFL
WE_THA_228,B1_2,THA,F,Humanities,EFL
WE_THA_229,B1_2,THA,M,Humanities,EFL
WE_THA_230,A2_0,THA,F,Humanities,EFL
WE_THA_231,B1_1,THA,M,Social Sciences,EFL
WE_THA_232,A2_0,THA,F,Social Sciences,EFL
WE_THA_233,A2_0,THA,F,Humanities,EFL
WE_THA_234,B1_2,THA,M,Social Sciences,EFL
WE_THA_235,B1_2,THA,F,Life Sciences,EFL
WE_THA_236,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_237,B1_2,THA,F,Life Sciences,EFL
WE_THA_238,B1_1,THA,F,Social Sciences,EFL
WE_THA_239,B1_2,THA,M,Humanities,EFL
WE_THA_240,A2_0,THA,F,Humanities,EFL
WE_THA_241,B1_1,THA,F,Humanities,EFL
WE_THA_242,B1_1,THA,F,Life Sciences,EFL
WE_THA_243,B1_1,THA,M,Life Sciences,EFL
WE_THA_244,A2_0,THA,M,Sciences & Technology,EFL
WE_THA_245,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_246,B1_1,THA,F,Humanities,EFL
WE_THA_247,B1_1,THA,F,Humanities,EFL
WE_THA_248,B1_1,THA,F,Humanities,EFL
WE_THA_249,B1_2,THA,F,Humanities,EFL
WE_THA_250,B1_1,THA,F,Humanities,EFL
WE_THA_251,B1_1,THA,M,Humanities,EFL
WE_THA_252,B1_1,THA,F,Humanities,EFL
WE_THA_253,B1_1,THA,F,Life Sciences,EFL
WE_THA_254,B1_1,THA,M,Humanities,EFL
WE_THA_255,B1_1,THA,M,Sciences & Technology,EFL
WE_THA_256,B1_1,THA,F,Sciences & Technology,EFL
WE_THA_257,B1_2,THA,F,Sciences & Technology,EFL
WE_THA_258,A2_0,THA,F,Social Sciences,EFL
WE_THA_259,B1_1,THA,M,Humanities,EFL
WE_THA_260,B2_0,THA,F,Sciences & Technology,EFL
WE_THA_261,B1_1,THA,F,Humanities,EFL
WE_THA_262,A2_0,THA,F,Life Sciences,EFL
WE_THA_263,B1_2,THA,F,Sciences & Technology,EFL
WE_THA_264,A2_0,THA,F,Sciences & Technology,EFL
WE_THA_265,A2_0,THA,M,Sciences & Technology,EFL
